Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2946.61,безналичный,Минск,Белинвестбанк-AVBE-956,06-04-2012,01:39:38,недостаточно средств,да,47.99
юр. лицо,получение средств,3054.08,безналичный,Гомель,Белинвестбанк-YZXY-480,21-10-2014,22:52:52,успешно,нет,0.0
юр. лицо,списание средств,4746.88,наличный,Витебск,Белинвестбанк-VERS-373,14-07-2003,14:47:25,неправильный ввод пин-кода,да,315.64
физ. лицо,получение средств,3587.59,безналичный,Гродно,МаксБанк-AUID-350,17-10-2009,06:42:23,успешно,нет,0.0
физ. лицо,списание средств,1169.56,наличный,Гродно,Приорбанк-UUTH-960,26-07-2023,18:04:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,4766.87,наличный,Гродно,Приорбанк-EDSH-462,16-12-2011,16:18:53,недостаточно средств,да,127.54
физ. лицо,получение средств,4525.46,наличный,Гомель,Приорбанк-ZPBA-112,22-04-2006,20:11:13,успешно,нет,0.0
физ. лицо,получение средств,538.18,наличный,Витебск,БелАгропромбанк-JLOB-885,21-03-2012,12:45:16,успешно,нет,0.0
физ. лицо,списание средств,2436.13,безналичный,Гомель,Приорбанк-LQZM-814,29-12-2011,13:46:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3029.09,безналичный,Минск,Приорбанк-BNCM-669,23-09-2005,20:06:09,успешно,нет,0.0
юр. лицо,списание средств,173.15,наличный,Могилев,Беларусбанк-UGVI-750,20-02-2020,03:46:58,недостаточно средств,да,5.97
физ. лицо,списание средств,2193.69,наличный,Брест,Белинвестбанк-UEYP-782,20-11-2004,16:07:20,недостаточно средств,да,200.31
юр. лицо,списание средств,1167.47,безналичный,Могилев,МаксБанк-AHVW-230,02-09-2012,15:51:20,недостаточно средств,нет,0.0
физ. лицо,списание средств,641.42,наличный,Гомель,МаксБанк-BYBH-080,01-06-2008,03:52:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4663.21,безналичный,Витебск,Беларусбанк-MHNY-652,17-12-2021,20:58:07,успешно,нет,0.0
физ. лицо,получение средств,2811.27,безналичный,Гомель,БелАгропромбанк-ECRE-379,05-08-2010,12:00:33,успешно,нет,0.0
физ. лицо,получение средств,4428.53,безналичный,Гродно,Белинвестбанк-WOPU-762,24-08-2004,20:52:17,успешно,нет,0.0
юр. лицо,получение средств,2431.04,наличный,Гродно,МаксБанк-TMMH-092,30-10-2014,22:38:19,успешно,нет,0.0
физ. лицо,списание средств,3707.15,наличный,Гродно,МаксБанк-VWRQ-373,19-07-2005,05:14:44,недостаточно средств,да,162.29
физ. лицо,списание средств,1262.3,наличный,Минск,БелАгропромбанк-ZIAH-172,26-08-2004,12:34:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,4954.38,безналичный,Гомель,МаксБанк-MJSO-604,29-04-2007,08:25:41,неправильный ввод пин-кода,да,240.36
юр. лицо,списание средств,3660.07,безналичный,Брест,Беларусбанк-JYHI-371,29-12-2003,11:26:53,недостаточно средств,нет,0.0
юр. лицо,получение средств,4699.35,безналичный,Минск,МаксБанк-SRYN-448,30-09-2005,12:07:00,успешно,нет,0.0
физ. лицо,получение средств,3955.77,наличный,Минск,МаксБанк-KHYW-290,06-10-2014,15:20:03,успешно,нет,0.0
физ. лицо,списание средств,3559.02,наличный,Минск,Белинвестбанк-UHVX-567,31-01-2007,10:34:54,успешно,нет,0.0
физ. лицо,списание средств,1112.94,безналичный,Витебск,БелАгропромбанк-GONU-665,25-04-2010,00:31:24,успешно,да,97.2
физ. лицо,получение средств,2904.96,наличный,Могилев,БелАгропромбанк-CLTD-569,25-12-2015,03:45:21,успешно,нет,0.0
юр. лицо,получение средств,99.83,безналичный,Брест,Приорбанк-TEWB-442,07-10-2012,08:02:08,успешно,нет,0.0
юр. лицо,получение средств,3232.39,наличный,Гродно,Беларусбанк-AERR-757,11-02-2004,11:24:43,успешно,нет,0.0
физ. лицо,списание средств,3216.2,наличный,Минск,Приорбанк-ZPEG-170,01-04-2002,10:11:21,успешно,да,313.76
физ. лицо,получение средств,1002.95,наличный,Витебск,МаксБанк-LLVY-088,25-05-2013,21:38:58,успешно,нет,0.0
юр. лицо,получение средств,4016.9,наличный,Брест,Белинвестбанк-OYXR-462,05-11-2007,10:26:39,успешно,нет,0.0
физ. лицо,списание средств,1226.66,безналичный,Витебск,Белинвестбанк-NNBZ-811,09-09-2020,19:27:39,успешно,нет,0.0
физ. лицо,получение средств,4000.13,наличный,Гродно,Беларусбанк-SKPW-769,15-11-2006,16:28:17,успешно,нет,0.0
юр. лицо,получение средств,1782.22,безналичный,Брест,БелАгропромбанк-CKEU-188,10-06-2022,08:34:34,успешно,нет,0.0
юр. лицо,получение средств,3946.7,безналичный,Брест,Приорбанк-RCBU-247,22-11-2003,15:28:52,успешно,нет,0.0
физ. лицо,списание средств,2107.71,наличный,Гомель,Приорбанк-FRZS-463,24-06-2010,15:01:33,успешно,нет,0.0
физ. лицо,получение средств,3850.99,безналичный,Могилев,Беларусбанк-EHSB-334,24-10-2024,10:39:33,успешно,нет,0.0
юр. лицо,получение средств,2173.63,безналичный,Гродно,Приорбанк-HHSM-459,12-05-2009,23:07:35,успешно,нет,0.0
физ. лицо,получение средств,109.24,безналичный,Могилев,БелАгропромбанк-SRUC-475,15-10-2018,23:38:18,успешно,нет,0.0
физ. лицо,получение средств,1028.91,наличный,Витебск,БелАгропромбанк-HHVM-648,29-09-2017,04:31:14,успешно,нет,0.0
юр. лицо,получение средств,2316.7,наличный,Брест,МаксБанк-QKRO-175,05-12-2019,01:27:41,успешно,нет,0.0
юр. лицо,списание средств,972.22,наличный,Гомель,МаксБанк-LQEX-864,26-06-2008,22:18:40,успешно,да,83.06
юр. лицо,списание средств,4369.69,безналичный,Могилев,Белинвестбанк-RVPG-148,23-05-2011,16:50:04,успешно,нет,0.0
физ. лицо,получение средств,2757.92,наличный,Минск,Белинвестбанк-AWVB-597,16-01-2003,11:05:58,успешно,нет,0.0
юр. лицо,списание средств,482.01,безналичный,Витебск,БелАгропромбанк-GHEQ-185,17-09-2005,01:20:27,успешно,да,27.79
физ. лицо,получение средств,141.27,безналичный,Могилев,Беларусбанк-JSAS-072,01-07-2010,17:34:51,успешно,нет,0.0
физ. лицо,получение средств,3197.68,безналичный,Витебск,Приорбанк-CGAP-334,06-05-2020,13:39:32,успешно,нет,0.0
юр. лицо,получение средств,352.19,наличный,Минск,Приорбанк-CDAK-906,01-09-2023,07:54:58,успешно,нет,0.0
юр. лицо,списание средств,1539.96,безналичный,Брест,Белинвестбанк-LHVL-600,02-03-2004,23:36:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,4191.48,наличный,Могилев,Беларусбанк-OLSM-050,10-06-2006,09:37:56,успешно,да,43.66
юр. лицо,списание средств,662.03,безналичный,Могилев,БелАгропромбанк-KDVD-253,01-02-2005,17:20:24,успешно,нет,0.0
юр. лицо,получение средств,3397.75,наличный,Минск,Беларусбанк-ALWI-596,23-11-2010,01:55:53,успешно,нет,0.0
юр. лицо,списание средств,2929.36,безналичный,Гродно,Беларусбанк-NGLX-164,22-08-2024,06:39:32,недостаточно средств,нет,0.0
юр. лицо,получение средств,687.78,наличный,Витебск,Приорбанк-XRXJ-746,28-01-2000,13:07:09,успешно,нет,0.0
юр. лицо,списание средств,4315.63,безналичный,Брест,Белинвестбанк-ELTC-650,24-11-2024,04:41:03,успешно,нет,0.0
физ. лицо,списание средств,2266.13,безналичный,Гродно,Белинвестбанк-JNDB-196,28-02-2008,16:05:45,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,30.42,безналичный,Могилев,МаксБанк-YOEC-012,10-01-2016,08:53:32,успешно,нет,0.0
физ. лицо,получение средств,3260.85,наличный,Гомель,БелАгропромбанк-WIMP-906,10-07-2011,02:26:08,успешно,нет,0.0
физ. лицо,списание средств,449.07,наличный,Витебск,Приорбанк-DOTJ-481,29-11-2016,13:26:45,недостаточно средств,нет,0.0
физ. лицо,получение средств,291.73,наличный,Витебск,Приорбанк-SUWT-579,15-07-2009,15:12:19,успешно,нет,0.0
физ. лицо,списание средств,651.96,безналичный,Брест,Белинвестбанк-BRWB-763,11-02-2022,02:18:12,успешно,да,29.02
физ. лицо,получение средств,4006.9,безналичный,Гомель,БелАгропромбанк-DVTJ-790,26-04-2010,03:26:16,успешно,нет,0.0
физ. лицо,получение средств,4623.12,безналичный,Могилев,Белинвестбанк-YOPT-988,29-07-2012,18:08:53,успешно,нет,0.0
юр. лицо,получение средств,4322.73,наличный,Гомель,Белинвестбанк-MDDI-505,27-05-2020,09:30:44,успешно,нет,0.0
физ. лицо,получение средств,1558.68,наличный,Могилев,БелАгропромбанк-XPZN-745,29-10-2000,02:16:43,успешно,нет,0.0
физ. лицо,списание средств,1599.36,наличный,Витебск,БелАгропромбанк-NIQY-980,25-10-2012,04:19:38,недостаточно средств,да,145.63
физ. лицо,получение средств,4761.83,наличный,Гродно,МаксБанк-QASQ-485,11-10-2007,01:30:56,успешно,нет,0.0
юр. лицо,списание средств,29.73,безналичный,Гродно,МаксБанк-TOIL-487,22-07-2020,02:17:56,недостаточно средств,да,2.02
физ. лицо,списание средств,1321.42,наличный,Брест,БелАгропромбанк-SMUM-910,14-07-2018,13:53:04,успешно,нет,0.0
физ. лицо,получение средств,1429.83,безналичный,Брест,Беларусбанк-XOTM-527,27-02-2005,07:38:44,успешно,нет,0.0
физ. лицо,получение средств,2414.57,безналичный,Брест,Белинвестбанк-BCDG-466,29-09-2005,20:40:56,успешно,нет,0.0
юр. лицо,получение средств,4463.79,наличный,Гродно,Белинвестбанк-IDUY-123,05-06-2007,01:58:18,успешно,нет,0.0
юр. лицо,списание средств,4372.14,наличный,Минск,БелАгропромбанк-UQEO-902,05-01-2021,14:15:54,недостаточно средств,нет,0.0
юр. лицо,списание средств,2798.31,наличный,Могилев,БелАгропромбанк-SJJS-253,25-02-2022,05:06:45,успешно,нет,0.0
физ. лицо,списание средств,2637.03,наличный,Брест,Беларусбанк-MJGF-921,28-01-2021,03:52:26,успешно,нет,0.0
физ. лицо,списание средств,533.87,наличный,Брест,Беларусбанк-AHSI-519,01-10-2011,15:50:18,неправильный ввод пин-кода,да,53.02
физ. лицо,получение средств,1151.57,наличный,Гродно,Белинвестбанк-VCVJ-864,16-07-2001,13:54:43,успешно,нет,0.0
физ. лицо,получение средств,711.23,безналичный,Гродно,БелАгропромбанк-KCQK-163,24-02-2005,21:12:57,успешно,нет,0.0
физ. лицо,списание средств,1245.72,безналичный,Витебск,МаксБанк-GPEZ-186,03-04-2000,09:23:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2273.91,наличный,Минск,Белинвестбанк-SIMO-236,09-01-2008,06:33:24,успешно,нет,0.0
физ. лицо,получение средств,553.31,безналичный,Гродно,Белинвестбанк-ROSA-964,02-04-2018,22:11:24,успешно,нет,0.0
физ. лицо,списание средств,943.28,наличный,Гродно,Белинвестбанк-RREG-796,29-11-2022,08:03:00,успешно,нет,0.0
юр. лицо,списание средств,2451.13,безналичный,Витебск,Белинвестбанк-SXSJ-374,11-11-2019,22:29:34,успешно,нет,0.0
физ. лицо,получение средств,3056.9,наличный,Гродно,БелАгропромбанк-PXMA-540,28-08-2018,18:31:58,успешно,нет,0.0
физ. лицо,списание средств,3952.16,наличный,Гомель,Белинвестбанк-CXDN-922,24-10-2014,04:45:00,успешно,нет,0.0
юр. лицо,получение средств,751.05,безналичный,Гомель,МаксБанк-EOZO-024,13-03-2003,23:37:36,успешно,нет,0.0
юр. лицо,списание средств,734.01,наличный,Минск,БелАгропромбанк-VURO-711,03-05-2017,23:33:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,317.12,безналичный,Витебск,Беларусбанк-QKIU-048,07-06-2015,10:54:11,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1586.22,наличный,Брест,Беларусбанк-NCAL-535,12-11-2007,12:54:00,недостаточно средств,нет,0.0
физ. лицо,получение средств,247.49,наличный,Гродно,Беларусбанк-WEMS-297,02-10-2000,15:31:29,успешно,нет,0.0
физ. лицо,получение средств,300.84,наличный,Гомель,Белинвестбанк-VGPF-604,13-03-2010,19:31:08,успешно,нет,0.0
юр. лицо,списание средств,3661.5,наличный,Минск,БелАгропромбанк-EPBY-357,12-12-2013,23:27:13,недостаточно средств,да,48.23
юр. лицо,получение средств,4607.34,безналичный,Гродно,Беларусбанк-TUMD-004,11-12-2009,00:15:48,успешно,нет,0.0
физ. лицо,получение средств,642.53,наличный,Могилев,БелАгропромбанк-DQIK-098,22-09-2019,12:54:45,успешно,нет,0.0
физ. лицо,списание средств,4387.49,наличный,Брест,МаксБанк-PPZG-422,22-08-2021,10:36:37,неправильный ввод пин-кода,да,67.1
юр. лицо,получение средств,4088.87,безналичный,Могилев,БелАгропромбанк-TXQF-109,10-07-2012,07:02:58,успешно,нет,0.0
юр. лицо,списание средств,3929.86,безналичный,Брест,БелАгропромбанк-IYDU-417,29-01-2005,20:00:45,успешно,нет,0.0
юр. лицо,списание средств,944.03,наличный,Витебск,Приорбанк-URKO-698,05-07-2017,19:19:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1985.17,наличный,Минск,МаксБанк-UWFE-023,27-02-2017,14:58:59,успешно,нет,0.0
физ. лицо,получение средств,75.43,безналичный,Гродно,Белинвестбанк-TDNJ-184,25-07-2007,15:49:25,успешно,нет,0.0
юр. лицо,списание средств,4726.36,наличный,Гомель,Приорбанк-IRMO-774,19-02-2017,01:27:54,неправильный ввод пин-кода,да,372.6
физ. лицо,получение средств,1928.26,безналичный,Брест,БелАгропромбанк-YAOC-165,02-03-2002,12:45:01,успешно,нет,0.0
юр. лицо,получение средств,2320.12,наличный,Витебск,Приорбанк-HRJG-175,09-06-2008,09:25:22,успешно,нет,0.0
юр. лицо,списание средств,1006.96,наличный,Могилев,МаксБанк-IRHG-392,23-08-2012,06:47:18,недостаточно средств,да,40.23
физ. лицо,списание средств,4634.52,наличный,Могилев,БелАгропромбанк-TYLX-520,05-06-2018,23:06:05,недостаточно средств,да,61.48
физ. лицо,списание средств,3398.12,наличный,Могилев,Приорбанк-PIWX-710,16-02-2011,17:35:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2685.55,наличный,Гродно,БелАгропромбанк-GFSJ-418,17-04-2005,11:00:12,успешно,нет,0.0
физ. лицо,получение средств,1164.37,безналичный,Витебск,Беларусбанк-VZYL-567,14-10-2020,17:55:25,успешно,нет,0.0
юр. лицо,списание средств,2954.72,безналичный,Гродно,МаксБанк-GADI-402,31-12-2023,21:17:15,успешно,да,179.26
юр. лицо,списание средств,174.56,наличный,Гродно,Приорбанк-JQRQ-873,25-05-2021,18:03:29,успешно,да,14.82
юр. лицо,получение средств,3149.96,наличный,Витебск,БелАгропромбанк-CYMO-052,10-04-2008,21:40:30,успешно,нет,0.0
юр. лицо,списание средств,657.52,безналичный,Гомель,Приорбанк-ZFLT-051,28-06-2002,03:28:02,неправильный ввод пин-кода,да,56.7
физ. лицо,получение средств,3211.24,наличный,Гомель,БелАгропромбанк-BDAT-769,31-12-2010,20:37:42,успешно,нет,0.0
юр. лицо,списание средств,4831.04,безналичный,Гродно,Белинвестбанк-HHQF-212,02-03-2012,18:38:42,успешно,нет,0.0
юр. лицо,получение средств,4153.88,наличный,Витебск,Приорбанк-DMPZ-377,03-07-2011,06:33:34,успешно,нет,0.0
юр. лицо,получение средств,687.81,наличный,Гродно,Беларусбанк-OXQU-892,20-07-2008,22:34:18,успешно,нет,0.0
юр. лицо,получение средств,1762.6,безналичный,Минск,Беларусбанк-OFBK-715,27-05-2004,12:58:29,успешно,нет,0.0
юр. лицо,списание средств,2216.41,наличный,Могилев,МаксБанк-WYHN-086,01-06-2007,11:31:05,успешно,да,142.85
физ. лицо,получение средств,2767.11,наличный,Минск,Приорбанк-EPFX-429,17-05-2005,17:07:37,успешно,нет,0.0
физ. лицо,списание средств,4508.92,безналичный,Гродно,МаксБанк-IGVW-712,21-11-2002,09:06:25,недостаточно средств,нет,0.0
юр. лицо,списание средств,502.61,наличный,Минск,Белинвестбанк-OYOA-944,20-10-2011,09:53:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4207.54,наличный,Брест,Приорбанк-DAIO-539,31-03-2003,02:55:07,успешно,нет,0.0
физ. лицо,списание средств,2338.69,безналичный,Гомель,Приорбанк-AIXN-436,04-09-2021,14:14:36,неправильный ввод пин-кода,да,34.59
юр. лицо,списание средств,4280.08,наличный,Минск,БелАгропромбанк-ZXLL-268,22-03-2016,11:49:55,успешно,да,299.97
физ. лицо,получение средств,4899.67,безналичный,Витебск,Беларусбанк-SKGW-836,19-10-2005,02:33:35,успешно,нет,0.0
юр. лицо,списание средств,1440.49,наличный,Минск,Белинвестбанк-QOZC-846,08-06-2012,13:29:29,недостаточно средств,нет,0.0
юр. лицо,получение средств,874.94,безналичный,Гродно,Белинвестбанк-ASUF-466,19-02-2000,08:13:09,успешно,нет,0.0
физ. лицо,списание средств,2353.47,безналичный,Гомель,Белинвестбанк-UDOT-132,20-11-2013,20:03:44,успешно,нет,0.0
юр. лицо,получение средств,2188.41,безналичный,Могилев,БелАгропромбанк-VOGW-181,07-06-2015,06:08:51,успешно,нет,0.0
физ. лицо,получение средств,1556.27,безналичный,Гродно,Белинвестбанк-CWAT-955,26-05-2018,05:44:53,успешно,нет,0.0
физ. лицо,получение средств,1523.36,наличный,Могилев,МаксБанк-LTMI-063,25-04-2001,11:59:17,успешно,нет,0.0
юр. лицо,списание средств,1949.97,безналичный,Брест,Беларусбанк-FNAN-901,19-02-2011,00:03:05,недостаточно средств,нет,0.0
физ. лицо,получение средств,4925.65,безналичный,Гродно,БелАгропромбанк-IGZI-192,02-11-2001,00:17:55,успешно,нет,0.0
физ. лицо,получение средств,2039.35,безналичный,Брест,Приорбанк-KVGF-370,19-02-2005,16:59:45,успешно,нет,0.0
физ. лицо,получение средств,4681.4,безналичный,Могилев,Белинвестбанк-ZPME-605,10-09-2020,04:58:20,успешно,нет,0.0
юр. лицо,списание средств,796.47,безналичный,Брест,БелАгропромбанк-RLMU-646,24-02-2005,17:26:06,успешно,нет,0.0
юр. лицо,списание средств,264.88,наличный,Гродно,Беларусбанк-PSGW-412,12-03-2012,18:56:58,успешно,нет,0.0
юр. лицо,получение средств,3847.7,наличный,Могилев,Приорбанк-OTMU-559,30-05-2003,15:18:55,успешно,нет,0.0
физ. лицо,списание средств,991.19,безналичный,Брест,МаксБанк-UZKG-979,28-04-2018,09:45:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3143.78,наличный,Минск,Беларусбанк-DNSD-155,02-08-2011,07:28:03,неправильный ввод пин-кода,да,240.59
юр. лицо,списание средств,499.0,безналичный,Гомель,Приорбанк-CLZM-906,30-11-2023,20:17:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,2438.65,наличный,Брест,Белинвестбанк-VOWI-514,09-12-2003,05:28:10,неправильный ввод пин-кода,да,94.09
юр. лицо,списание средств,3586.02,безналичный,Брест,Беларусбанк-EKZC-398,04-02-2014,23:10:15,недостаточно средств,нет,0.0
юр. лицо,получение средств,848.7,безналичный,Гомель,МаксБанк-FQFR-002,18-07-2002,17:09:01,успешно,нет,0.0
физ. лицо,списание средств,402.14,безналичный,Минск,Приорбанк-DCTG-462,18-12-2023,03:53:34,недостаточно средств,нет,0.0
юр. лицо,получение средств,4593.01,наличный,Гомель,Приорбанк-EIAD-088,27-11-2000,11:19:26,успешно,нет,0.0
юр. лицо,списание средств,68.87,наличный,Гродно,Приорбанк-WLJV-954,24-06-2013,07:45:29,неправильный ввод пин-кода,да,6.5
юр. лицо,получение средств,2510.65,безналичный,Брест,Белинвестбанк-JPXU-584,21-05-2003,22:06:36,успешно,нет,0.0
физ. лицо,списание средств,4925.79,наличный,Брест,Беларусбанк-WJNY-133,17-07-2014,23:09:02,неправильный ввод пин-кода,да,375.13
физ. лицо,списание средств,4385.23,безналичный,Минск,Белинвестбанк-YOWR-811,15-06-2014,06:50:21,недостаточно средств,да,418.99
юр. лицо,получение средств,1176.82,наличный,Брест,БелАгропромбанк-NVSG-621,13-02-2000,14:06:59,успешно,нет,0.0
юр. лицо,списание средств,339.64,безналичный,Могилев,Белинвестбанк-ESCQ-746,30-03-2022,14:09:25,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1076.19,безналичный,Гродно,Беларусбанк-AEQR-333,28-02-2005,13:38:00,успешно,да,44.18
физ. лицо,списание средств,2488.58,наличный,Витебск,Белинвестбанк-DNAC-133,20-03-2001,22:14:19,успешно,нет,0.0
физ. лицо,получение средств,2887.08,наличный,Брест,Приорбанк-EVFH-050,22-12-2017,16:01:21,успешно,нет,0.0
юр. лицо,получение средств,3620.63,безналичный,Гродно,Приорбанк-JEDS-262,15-12-2021,00:05:57,успешно,нет,0.0
физ. лицо,списание средств,357.83,безналичный,Гомель,БелАгропромбанк-CHXJ-937,24-04-2008,19:19:54,успешно,нет,0.0
юр. лицо,получение средств,4680.4,наличный,Могилев,Беларусбанк-VGMV-624,20-07-2009,17:50:24,успешно,нет,0.0
юр. лицо,получение средств,594.12,наличный,Гомель,Белинвестбанк-QFLL-659,18-09-2006,10:44:03,успешно,нет,0.0
юр. лицо,списание средств,2552.65,безналичный,Витебск,БелАгропромбанк-ZUTF-497,05-09-2015,16:09:26,недостаточно средств,да,79.26
физ. лицо,списание средств,459.11,наличный,Брест,Белинвестбанк-ZQIT-552,23-09-2022,09:21:50,успешно,да,8.61
физ. лицо,списание средств,1021.91,наличный,Гомель,Белинвестбанк-SXRG-864,11-07-2003,10:39:52,неправильный ввод пин-кода,да,57.56
юр. лицо,получение средств,1914.21,наличный,Гомель,БелАгропромбанк-WMTF-873,17-09-2011,03:08:23,успешно,нет,0.0
юр. лицо,списание средств,2451.46,наличный,Гродно,Приорбанк-IEDS-552,16-06-2010,05:11:56,недостаточно средств,нет,0.0
юр. лицо,получение средств,3830.75,наличный,Минск,БелАгропромбанк-OHJY-592,10-05-2018,22:17:31,успешно,нет,0.0
юр. лицо,списание средств,4270.05,наличный,Брест,БелАгропромбанк-ZUWU-381,28-02-2000,23:18:51,недостаточно средств,да,382.25
юр. лицо,списание средств,1483.13,наличный,Гомель,Беларусбанк-YEWX-525,26-02-2019,08:55:04,недостаточно средств,нет,0.0
физ. лицо,списание средств,4502.88,безналичный,Витебск,Приорбанк-KSTT-854,09-08-2022,08:49:31,неправильный ввод пин-кода,да,383.41
юр. лицо,получение средств,2006.82,безналичный,Витебск,Приорбанк-UHRL-439,26-11-2005,17:51:02,успешно,нет,0.0
юр. лицо,получение средств,2868.71,наличный,Минск,Приорбанк-UGKT-960,08-08-2011,23:11:56,успешно,нет,0.0
юр. лицо,списание средств,3008.8,наличный,Гомель,БелАгропромбанк-OFTQ-263,28-01-2003,20:38:03,недостаточно средств,да,294.28
юр. лицо,получение средств,2510.37,безналичный,Витебск,МаксБанк-UOLG-975,06-05-2010,08:01:03,успешно,нет,0.0
физ. лицо,списание средств,3240.48,безналичный,Гродно,Приорбанк-DULW-449,31-10-2004,09:46:21,недостаточно средств,да,263.54
юр. лицо,получение средств,3879.33,наличный,Витебск,МаксБанк-KNNZ-324,25-05-2022,14:09:18,успешно,нет,0.0
юр. лицо,списание средств,1307.18,наличный,Гомель,БелАгропромбанк-NFKY-341,01-03-2020,02:54:34,успешно,да,125.36
физ. лицо,получение средств,76.39,наличный,Могилев,Беларусбанк-VNAX-258,10-01-2020,21:23:44,успешно,нет,0.0
юр. лицо,списание средств,557.0,безналичный,Гродно,БелАгропромбанк-JHLO-242,29-10-2007,08:33:34,успешно,да,44.5
физ. лицо,получение средств,4609.71,наличный,Брест,Беларусбанк-CKNS-177,13-02-2012,08:10:30,успешно,нет,0.0
физ. лицо,получение средств,3053.21,наличный,Минск,Белинвестбанк-BDYZ-298,19-10-2003,00:20:01,успешно,нет,0.0
физ. лицо,получение средств,2519.99,наличный,Могилев,Беларусбанк-DLGJ-252,06-03-2007,02:21:49,успешно,нет,0.0
юр. лицо,получение средств,1209.13,безналичный,Минск,БелАгропромбанк-BQXK-080,05-06-2019,18:11:28,успешно,нет,0.0
юр. лицо,получение средств,4609.85,наличный,Гродно,Беларусбанк-XONM-952,02-10-2018,20:46:52,успешно,нет,0.0
физ. лицо,получение средств,3871.02,наличный,Минск,МаксБанк-QHNK-031,06-02-2018,18:24:38,успешно,нет,0.0
юр. лицо,получение средств,4910.47,наличный,Брест,Белинвестбанк-TGYC-005,16-04-2007,01:01:46,успешно,нет,0.0
юр. лицо,списание средств,4685.47,безналичный,Брест,Белинвестбанк-NPIN-594,14-01-2022,15:28:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1899.39,наличный,Гродно,Белинвестбанк-UNGM-671,26-10-2012,12:25:01,успешно,да,148.8
юр. лицо,получение средств,2037.2,наличный,Гродно,МаксБанк-EDYP-983,25-07-2003,02:34:34,успешно,нет,0.0
физ. лицо,списание средств,3783.18,наличный,Гродно,БелАгропромбанк-WIVK-096,29-03-2018,07:43:08,неправильный ввод пин-кода,да,155.57
юр. лицо,получение средств,1551.4,наличный,Минск,Белинвестбанк-FKDZ-145,21-01-2022,12:52:02,успешно,нет,0.0
юр. лицо,получение средств,1788.48,наличный,Минск,БелАгропромбанк-HPJH-665,26-04-2002,06:35:54,успешно,нет,0.0
юр. лицо,получение средств,3324.8,безналичный,Витебск,МаксБанк-KKDY-038,15-06-2019,12:38:45,успешно,нет,0.0
физ. лицо,списание средств,1466.89,наличный,Брест,Приорбанк-OVBO-728,17-12-2018,14:04:44,успешно,нет,0.0
юр. лицо,получение средств,228.51,безналичный,Могилев,Белинвестбанк-TCOG-666,23-12-2016,13:17:48,успешно,нет,0.0
юр. лицо,получение средств,3696.24,безналичный,Гомель,Белинвестбанк-YGUR-033,10-11-2023,10:35:33,успешно,нет,0.0
физ. лицо,получение средств,2813.82,безналичный,Могилев,БелАгропромбанк-YMUD-842,25-06-2000,11:38:04,успешно,нет,0.0
юр. лицо,списание средств,2541.0,безналичный,Минск,Приорбанк-TEZA-706,13-05-2007,19:56:12,недостаточно средств,нет,0.0
юр. лицо,получение средств,3480.13,безналичный,Гомель,Белинвестбанк-UINK-022,27-07-2017,12:27:53,успешно,нет,0.0
физ. лицо,получение средств,2857.24,наличный,Минск,МаксБанк-AQIZ-280,17-03-2021,00:59:00,успешно,нет,0.0
физ. лицо,списание средств,4155.1,безналичный,Минск,БелАгропромбанк-WUBR-313,21-12-2007,04:28:06,неправильный ввод пин-кода,да,408.37
юр. лицо,получение средств,1622.23,безналичный,Витебск,МаксБанк-CCJX-493,21-04-2021,09:56:38,успешно,нет,0.0
юр. лицо,получение средств,4941.93,наличный,Брест,Приорбанк-DCYR-537,16-02-2011,13:04:11,успешно,нет,0.0
юр. лицо,списание средств,3750.21,безналичный,Витебск,Белинвестбанк-QOVQ-845,23-08-2019,08:01:10,недостаточно средств,да,257.55
физ. лицо,получение средств,2515.52,безналичный,Брест,Белинвестбанк-SKRE-039,20-10-2024,03:29:03,успешно,нет,0.0
физ. лицо,списание средств,404.46,наличный,Гродно,МаксБанк-YKSL-105,25-06-2019,21:36:50,недостаточно средств,да,16.71
физ. лицо,получение средств,4960.03,безналичный,Могилев,БелАгропромбанк-AEZJ-886,22-08-2022,16:30:51,успешно,нет,0.0
юр. лицо,списание средств,3215.88,безналичный,Гомель,Приорбанк-UEQT-857,27-10-2003,17:14:40,недостаточно средств,да,168.15
